0	0
1	2.33426e-010
2	9.33704e-010
3	2.10083e-009
4	3.73481e-009
5	5.83562e-009
6	8.40328e-009
7	1.14378e-008
8	1.49391e-008
9	1.89072e-008
10	2.33421e-008
11	2.82438e-008
12	3.36123e-008
13	3.94476e-008
14	4.57496e-008
15	5.25183e-008
16	5.97538e-008
17	6.74559e-008
18	7.56247e-008
19	8.42602e-008
20	9.33623e-008
21	1.02931e-007
22	1.12966e-007
23	1.23468e-007
24	1.34436e-007
25	1.45871e-007
26	1.57773e-007
27	1.7014e-007
28	1.82975e-007
29	1.96275e-007
30	2.10042e-007
31	2.24275e-007
32	2.38975e-007
33	2.5414e-007
34	2.69772e-007
35	2.8587e-007
36	3.02434e-007
37	3.19464e-007
38	3.3696e-007
39	3.54922e-007
40	3.7335e-007
41	3.92244e-007
42	4.11604e-007
43	4.31429e-007
44	4.51721e-007
45	4.72477e-007
46	4.937e-007
47	5.15388e-007
48	5.37541e-007
49	5.6016e-007
50	5.83244e-007
51	6.06794e-007
52	6.30809e-007
53	6.55289e-007
54	6.80234e-007
55	7.05644e-007
56	7.31519e-007
57	7.57859e-007
58	7.84664e-007
59	8.11934e-007
60	8.39668e-007
61	8.67867e-007
62	8.96531e-007
63	9.25659e-007
64	9.55252e-007
65	9.85308e-007
66	1.01583e-006
67	1.04681e-006
68	1.07826e-006
69	1.11018e-006
70	1.14255e-006
71	1.1754e-006
72	1.2087e-006
73	1.24247e-006
74	1.2767e-006
75	1.3114e-006
76	1.34656e-006
77	1.38218e-006
78	1.41826e-006
79	1.45481e-006
80	1.49182e-006
81	1.5293e-006
82	1.56723e-006
83	1.60563e-006
84	1.6445e-006
85	1.68382e-006
86	1.72361e-006
87	1.76386e-006
88	1.80457e-006
89	1.84575e-006
90	1.88738e-006
91	1.92948e-006
92	1.97204e-006
93	2.01506e-006
94	2.05854e-006
95	2.10249e-006
96	2.14689e-006
97	2.19176e-006
98	2.23709e-006
99	2.28288e-006
100	2.32913e-006
101	2.37584e-006
102	2.42301e-006
103	2.47064e-006
104	2.51873e-006
105	2.56728e-006
106	2.61629e-006
107	2.66576e-006
108	2.7157e-006
109	2.76609e-006
110	2.81694e-006
111	2.86825e-006
112	2.92002e-006
113	2.97225e-006
114	3.02493e-006
115	3.07808e-006
116	3.13169e-006
117	3.18575e-006
118	3.24027e-006
119	3.29525e-006
120	3.35069e-006
121	3.40659e-006
122	3.46294e-006
123	3.51975e-006
124	3.57702e-006
125	3.63475e-006
126	3.69294e-006
127	3.75158e-006
128	3.81068e-006
129	3.87023e-006
130	3.93024e-006
131	3.99071e-006
132	4.05164e-006
133	4.11302e-006
134	4.17485e-006
135	4.23715e-006
136	4.29989e-006
137	4.3631e-006
138	4.42676e-006
139	4.49087e-006
140	4.55544e-006
141	4.62047e-006
142	4.68594e-006
143	4.75188e-006
144	4.81826e-006
145	4.88511e-006
146	4.9524e-006
147	5.02015e-006
148	5.08835e-006
149	5.15701e-006
150	5.22612e-006
151	5.29568e-006
152	5.3657e-006
153	5.43617e-006
154	5.50709e-006
155	5.57846e-006
